Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
GFSA.SCS02G05Z629999,2015.06,147882,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Financial Assets",Financial assets,Total,,,
GFSA.SCS02G05Z629999,2016.06,155417,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Financial Assets",Financial assets,Total,,,
GFSA.SCS02G05Z629999,2017.06,170359,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Financial Assets",Financial assets,Total,,,
GFSA.SCS02G05Z629999,2018.06,179017,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Financial Assets",Financial assets,Total,,,
GFSA.SCS02G05Z629999,2019.06,189694,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Financial Assets",Financial assets,Total,,,
GFSA.SCS02G05Z629999,2020.06,214846,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Financial Assets",Financial assets,Total,,,
GFSA.SCS02G05Z629999,2021.06,267112,REVISED,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Financial Assets",Financial assets,Total,,,
GFSA.SCS02G05Z629999,2022.06,284813,REVISED,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Financial Assets",Financial assets,Total,,,
GFSA.SCS02G05Z629999,2023.06,274152,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Financial Assets",Financial assets,Total,,,
GFSA.SCS02G06Z616111,2009.06,41560,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,,
GFSA.SCS02G06Z616111,2010.06,40907,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,,
GFSA.SCS02G06Z616111,2011.06,42743,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,,
GFSA.SCS02G06Z616111,2012.06,44408,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,,
GFSA.SCS02G06Z616111,2013.06,45668,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,,
GFSA.SCS02G06Z616111,2014.06,48892,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,,
GFSA.SCS02G06Z616111,2015.06,52006,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,,
GFSA.SCS02G06Z616111,2016.06,55619,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,,
GFSA.SCS02G06Z616111,2017.06,60931,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,,
GFSA.SCS02G06Z616111,2018.06,71153,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,,
GFSA.SCS02G06Z616111,2019.06,79545,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,,
GFSA.SCS02G06Z616111,2020.06,82380,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,,
GFSA.SCS02G06Z616111,2021.06,92402,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,,
GFSA.SCS02G06Z616111,2022.06,107245,REVISED,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,,
GFSA.SCS02G06Z616111,2023.06,124670,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,,
GFSA.SCS02G06Z616112,2009.06,2990,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Machinery and equipment,,
GFSA.SCS02G06Z616112,2010.06,3689,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Machinery and equipment,,
GFSA.SCS02G06Z616112,2011.06,3144,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Machinery and equipment,,
GFSA.SCS02G06Z616112,2012.06,3001,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Machinery and equipment,,
GFSA.SCS02G06Z616112,2013.06,2926,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Machinery and equipment,,
GFSA.SCS02G06Z616112,2014.06,2939,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Machinery and equipment,,
GFSA.SCS02G06Z616112,2015.06,2933,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Machinery and equipment,,
GFSA.SCS02G06Z616112,2016.06,3017,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Machinery and equipment,,
GFSA.SCS02G06Z616112,2017.06,3163,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Machinery and equipment,,
GFSA.SCS02G06Z616112,2018.06,3379,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Machinery and equipment,,
GFSA.SCS02G06Z616112,2019.06,3532,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Machinery and equipment,,
GFSA.SCS02G06Z616112,2020.06,3557,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Machinery and equipment,,
GFSA.SCS02G06Z616112,2021.06,3747,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Machinery and equipment,,
GFSA.SCS02G06Z616112,2022.06,4008,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Machinery and equipment,,
GFSA.SCS02G06Z616112,2023.06,4362,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Machinery and equipment,,
GFSA.SCS02G06Z616113,2009.06,7202,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Other fixed assets,,
GFSA.SCS02G06Z616113,2010.06,7381,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Other fixed assets,,
GFSA.SCS02G06Z616113,2011.06,7545,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Other fixed assets,,
GFSA.SCS02G06Z616113,2012.06,7809,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Other fixed assets,,
GFSA.SCS02G06Z616113,2013.06,8048,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Other fixed assets,,
GFSA.SCS02G06Z616113,2014.06,8414,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Other fixed assets,,
GFSA.SCS02G06Z616113,2015.06,8805,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Other fixed assets,,
GFSA.SCS02G06Z616113,2016.06,9293,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Other fixed assets,,
GFSA.SCS02G06Z616113,2017.06,9677,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Other fixed assets,,
GFSA.SCS02G06Z616113,2018.06,10216,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Other fixed assets,,
GFSA.SCS02G06Z616113,2019.06,10687,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Other fixed assets,,
GFSA.SCS02G06Z616113,2020.06,10956,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Other fixed assets,,
GFSA.SCS02G06Z616113,2021.06,11427,REVISED,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Other fixed assets,,
GFSA.SCS02G06Z616113,2022.06,11759,REVISED,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Other fixed assets,,
GFSA.SCS02G06Z616113,2023.06,12807,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Other fixed assets,,
GFSA.SCS02G06Z616114,2009.06,3816,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,,
GFSA.SCS02G06Z616114,2010.06,3326,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,,
GFSA.SCS02G06Z616114,2011.06,3233,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,,
GFSA.SCS02G06Z616114,2012.06,3181,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,,
GFSA.SCS02G06Z616114,2013.06,3028,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,,
GFSA.SCS02G06Z616114,2014.06,2891,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,,
GFSA.SCS02G06Z616114,2015.06,3080,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,,
GFSA.SCS02G06Z616114,2016.06,3070,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,,
GFSA.SCS02G06Z616114,2017.06,3147,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,,
GFSA.SCS02G06Z616114,2018.06,3184,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,,
GFSA.SCS02G06Z616114,2019.06,3396,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,,
GFSA.SCS02G06Z616114,2020.06,3339,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,,
GFSA.SCS02G06Z616114,2021.06,3649,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,,
GFSA.SCS02G06Z616114,2022.06,4293,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,,
GFSA.SCS02G06Z616114,2023.06,4964,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,,
GFSA.SCS02G07Z616141,2009.06,22970,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Land,,
GFSA.SCS02G07Z616141,2010.06,22684,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Land,,
GFSA.SCS02G07Z616141,2011.06,22027,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Land,,
GFSA.SCS02G07Z616141,2012.06,21826,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Land,,
GFSA.SCS02G07Z616141,2013.06,21883,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Land,,
GFSA.SCS02G07Z616141,2014.06,23386,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Land,,
GFSA.SCS02G07Z616141,2015.06,24498,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Land,,
GFSA.SCS02G07Z616141,2016.06,26492,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Land,,
GFSA.SCS02G07Z616141,2017.06,29238,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Land,,
GFSA.SCS02G07Z616141,2018.06,31895,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Land,,
GFSA.SCS02G07Z616141,2019.06,34587,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Land,,
GFSA.SCS02G07Z616141,2020.06,35578,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Land,,
GFSA.SCS02G07Z616141,2021.06,42157,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Land,,
GFSA.SCS02G07Z616141,2022.06,49512,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Land,,
GFSA.SCS02G07Z616141,2023.06,48283,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Land,,
GFSA.SCS02G07Z616144,2009.06,268,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,,
GFSA.SCS02G07Z616144,2010.06,272,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,,
GFSA.SCS02G07Z616144,2011.06,267,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,,
GFSA.SCS02G07Z616144,2012.06,266,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,,
GFSA.SCS02G07Z616144,2013.06,266,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,,
GFSA.SCS02G07Z616144,2014.06,270,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,,
GFSA.SCS02G07Z616144,2015.06,269,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,,
GFSA.SCS02G07Z616144,2016.06,270,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,,
GFSA.SCS02G07Z616144,2017.06,268,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,,
GFSA.SCS02G07Z616144,2018.06,271,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,,
GFSA.SCS02G07Z616144,2019.06,271,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,,
GFSA.SCS02G07Z616144,2020.06,13,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,,
GFSA.SCS02G07Z616144,2021.06,14,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,,
GFSA.SCS02G07Z616144,2022.06,10,REVISED,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,,
GFSA.SCS02G07Z616144,2023.06,10,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,,
GFSA.SCS02G08Z61613,2009.06,4,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Valuables",Non-financial assets,Valuables,,,
GFSA.SCS02G08Z61613,2010.06,4,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Valuables",Non-financial assets,Valuables,,,
GFSA.SCS02G08Z61613,2011.06,4,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Valuables",Non-financial assets,Valuables,,,
GFSA.SCS02G08Z61613,2012.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Valuables",Non-financial assets,Valuables,,,
GFSA.SCS02G08Z61613,2013.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Valuables",Non-financial assets,Valuables,,,
GFSA.SCS02G08Z61613,2014.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Valuables",Non-financial assets,Valuables,,,
GFSA.SCS02G08Z61613,2015.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Valuables",Non-financial assets,Valuables,,,
GFSA.SCS02G08Z61613,2016.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Valuables",Non-financial assets,Valuables,,,
GFSA.SCS02G08Z61613,2017.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Valuables",Non-financial assets,Valuables,,,
GFSA.SCS02G08Z61613,2018.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Valuables",Non-financial assets,Valuables,,,
GFSA.SCS02G08Z61613,2019.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Valuables",Non-financial assets,Valuables,,,
GFSA.SCS02G08Z61613,2020.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Valuables",Non-financial assets,Valuables,,,
GFSA.SCS02G08Z61613,2021.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Valuables",Non-financial assets,Valuables,,,
GFSA.SCS02G08Z61613,2022.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Valuables",Non-financial assets,Valuables,,,
GFSA.SCS02G08Z61613,2023.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Valuables",Non-financial assets,Valuables,,,
GFSA.SCS02G093012,2009.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Cash,,,,
GFSA.SCS02G093012,2010.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Cash,,,,
GFSA.SCS02G093012,2011.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Cash,,,,
GFSA.SCS02G093012,2012.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Cash,,,,
GFSA.SCS02G093012,2013.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Cash,,,,
GFSA.SCS02G093012,2014.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Cash,,,,
GFSA.SCS02G093012,2015.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Cash,,,,
GFSA.SCS02G093012,2016.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Cash,,,,
GFSA.SCS02G093012,2017.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Cash,,,,
GFSA.SCS02G093012,2018.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Cash,,,,
GFSA.SCS02G093012,2019.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Cash,,,,
GFSA.SCS02G093012,2020.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Cash,,,,
GFSA.SCS02G093012,2021.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Cash,,,,
GFSA.SCS02G093012,2022.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Cash,,,,
GFSA.SCS02G093012,2023.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Cash,,,,
GFSA.SCS02G093013,2009.06,34490,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Debt securities,,,,
GFSA.SCS02G093013,2010.06,40765,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Debt securities,,,,
GFSA.SCS02G093013,2011.06,58344,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Debt securities,,,,
GFSA.SCS02G093013,2012.06,66168,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Debt securities,,,,
GFSA.SCS02G093013,2013.06,64850,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Debt securities,,,,
GFSA.SCS02G093013,2014.06,67127,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Debt securities,,,,
GFSA.SCS02G093013,2015.06,68885,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Debt securities,,,,
GFSA.SCS02G093013,2016.06,71759,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Debt securities,,,,
GFSA.SCS02G093013,2017.06,71741,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Debt securities,,,,
GFSA.SCS02G093013,2018.06,68999,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Debt securities,,,,
GFSA.SCS02G093013,2019.06,60606,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Debt securities,,,,
GFSA.SCS02G093013,2020.06,96779,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Debt securities,,,,
GFSA.SCS02G093013,2021.06,131990,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Debt securities,,,,
GFSA.SCS02G093013,2022.06,148943,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Debt securities,,,,
GFSA.SCS02G093013,2023.06,151272,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Debt securities,,,,
GFSA.SCS02G093014,2009.06,3058,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Loans,,,,
GFSA.SCS02G093014,2010.06,2627,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Loans,,,,
GFSA.SCS02G093014,2011.06,3076,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Loans,,,,
GFSA.SCS02G093014,2012.06,2348,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Loans,,,,
GFSA.SCS02G093014,2013.06,1753,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Loans,,,,
GFSA.SCS02G093014,2014.06,2750,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Loans,,,,
GFSA.SCS02G093014,2015.06,2467,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Loans,,,,
GFSA.SCS02G093014,2016.06,3148,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Loans,,,,
GFSA.SCS02G093014,2017.06,3168,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Loans,,,,
GFSA.SCS02G093014,2018.06,3925,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Loans,,,,
GFSA.SCS02G093014,2019.06,3953,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Loans,,,,
GFSA.SCS02G093014,2020.06,6277,FINAL,Dollars,6,Government Financial Statistics - GFS,"Central Government, Balance Sheet, Liabilities",Loans,,,,
